Headline Word,Headline Frequency,Headline Percent
Intolerance,3,0.001505344
Intolerant,1,0.000501781
Intolerant,1,0.000501781
Intricate,2,0.001003563
Intrigue,1,0.000501781
Intrigued,1,0.000501781
Introduce,12,0.006021376
Introduced,3,0.001505344
Introduces,12,0.006021376
Introducing,3,0.001505344
Introduction,1,0.000501781
Introspection,1,0.000501781
Intruder,1,0.000501781
Intrusion,2,0.001003563
Invade,5,0.002508907
Invaded,1,0.000501781
Invading,2,0.001003563
Invalid,3,0.001505344
Invalidates,1,0.000501781
Invasion,9,0.004516032
Invented,5,0.002508907
Invention,1,0.000501781
Inventor,2,0.001003563
Inventors,1,0.000501781
Inventory,1,0.000501781
Invents,1,0.000501781
Inversions,1,0.000501781
Invest,6,0.003010688
Invested,2,0.001003563
Investigate,38,0.01906769
Investigated,15,0.00752672
Investigated,1,0.000501781
Investigates,7,0.003512469
Investigating,20,0.010035626
Investigation,101,0.050679914
Investigations,11,0.005519595
Investigative,1,0.000501781
Investigator,5,0.002508907
Investigators,5,0.002508907
Investing,4,0.002007125
Investment,12,0.006021376
Investments,4,0.002007125
Investor,4,0.002007125
Investors,3,0.001505344
Investor-State,1,0.000501781
Invests,3,0.001505344
Invincible,1,0.000501781
Invisibility,1,0.000501781
Invisible,4,0.002007125
Invitation,6,0.003010688
Invitations,1,0.000501781
Invite,11,0.005519595
Invited,6,0.003010688
Invites,6,0.003010688
Inviting,3,0.001505344
Invocation,1,0.000501781
Invocations,1,0.000501781
Invoke,5,0.002508907
Invokes,6,0.003010688
Invoking,1,0.000501781
Involuntary,1,0.000501781
Involve,1,0.000501781
Involved,18,0.009032064
involved,1,0.000501781
Involvement,5,0.002508907
Involves,2,0.001003563
Involving,1,0.000501781
Iowa,169,0.084801044
Iowa,1,0.000501781
Iowans,4,0.002007125
IP,1,0.000501781
iPhone,4,0.002007125
iPhones,3,0.001505344
Ira,1,0.000501781
Iran,188,0.094334889
Iran,1,0.000501781
Iran-Contra,1,0.000501781
Iranian,12,0.006021376
Iranian-American,1,0.000501781
Iranian-Americans,1,0.000501781
Iranians,1,0.000501781
Iran-Sponsored,1,0.000501781
Iraq,103,0.051683476
Iraqi,13,0.006523157
Iraqis,7,0.003512469
Irate,1,0.000501781
Ire,1,0.000501781
Ireland,4,0.002007125
Irish,6,0.003010688
Irish,1,0.000501781
Irma,10,0.005017813
Ironic,2,0.001003563
Ironic,1,0.000501781
Ironworker,2,0.001003563
Irony,3,0.001505344
Irrational,1,0.000501781
Irregularities,2,0.001003563
Irrelevant,2,0.001003563
Irrelevant,1,0.000501781
Irreparable,1,0.000501781
Irreplaceable,1,0.000501781
Irresistible,1,0.000501781
Irresponsibility,1,0.000501781
Irresponsible,3,0.001505344
Irrevocably,1,0.000501781
Irritated,1,0.000501781
IRS,17,0.008530283
Irv,1,0.000501781
Irving,1,0.000501781
Is,14,0.007024939
ISDS,2,0.001003563
ISIL,7,0.003512469
ISIL-stan,1,0.000501781
ISIS,156,0.078277886
ISIS,2,0.001003563
Isis,1,0.000501781
ISIS-Inspired,1,0.000501781
ISIS-Turkey,1,0.000501781
Islam,22,0.011039189
Islamabad,1,0.000501781
Islamic,39,0.019569472
Islamists,1,0.000501781
Islamophobe,1,0.000501781
Islamophobia,13,0.006523157
Islamophobia,1,0.000501781
Islamophobic,7,0.003512469
Island,17,0.008530283
Islander,1,0.000501781
Islanders,1,0.000501781
Islands,5,0.002508907
Ismayilova,1,0.000501781
ISO,1,0.000501781
Isolate,1,0.000501781
Isolation,1,0.000501781
Isolationism,1,0.000501781
Isolationist,1,0.000501781
Isolationists,1,0.000501781
ISPs,2,0.001003563
Israel,64,0.032114005
Israel,1,0.000501781
Israel/Gaza,1,0.000501781
Israel-Centric,1,0.000501781
Israeli,18,0.009032064
Israeli-Palestinian,3,0.001505344
Israelis,5,0.002508907
Israel-Palestine,1,0.000501781
Issa,10,0.005017813
Issue,60,0.030106879
issue,1,0.000501781
Issued,7,0.003512469
Issues,59,0.029605098
issues,1,0.000501781
Issuing,2,0.001003563
Istanbul,2,0.001003563
It,18,0.009032064
Italian,1,0.000501781
Italy,6,0.003010688
Item,1,0.000501781
Items,2,0.001003563
Itinerant,1,0.000501781
Itsy,1,0.000501781
ITT,2,0.001003563
Ivana,1,0.000501781
Ivanka,52,0.026092629
Ivory,3,0.001505344
Ivy,2,0.001003563
Iwo,1,0.000501781
IX,4,0.002007125
J,1,0.000501781
J.,7,0.003512469
J.K.,1,0.000501781
J.R.,1,0.000501781
Jab,6,0.003010688
Jabara,1,0.000501781
Jabs,5,0.002508907
Jack,8,0.004014251
Jackassery,1,0.000501781
Jacked,1,0.000501781
Jacket,2,0.001003563
Jackie,4,0.002007125
Jackpot,2,0.001003563
Jackson,11,0.005519595
Jacky,1,0.000501781
Jacob,2,0.001003563
Jacobin,1,0.000501781
Jade,1,0.000501781
Jaguars,1,0.000501781
Jail,65,0.032615786
Jail-Building,1,0.000501781
Jailed,14,0.007024939
Jailhouse,12,0.006021376
Jailhouse,1,0.000501781
Jailing,3,0.001505344
Jails,6,0.003010688
Jaime,2,0.001003563
Jake,7,0.003512469
Jam,4,0.002007125
Jamboree,1,0.000501781
James,115,0.057704852
Jamie,2,0.001003563
Jan,3,0.001505344
Jan.,9,0.004516032
Jane,6,0.003010688
Janelle,1,0.000501781
Janet,9,0.004516032
January,31,0.015555221
Japan,3,0.001505344
Japanese,7,0.003512469
Japanese-American,2,0.001003563
Japanese-Americans,1,0.000501781
Jar,1,0.000501781
Jared,46,0.023081941
Jared,2,0.001003563
Jared-Ivanka,1,0.000501781
Jason,28,0.014049877
JASTA,1,0.000501781
Jaw,3,0.001505344
Jaw-Dropping,2,0.001003563
Jaws,1,0.000501781
Jaws,1,0.000501781
Jay,7,0.003512469
Jay-Z,1,0.000501781
Jazz,1,0.000501781
Je,2,0.001003563
Jealous,3,0.001505344
Jeanine,2,0.001003563
Jeanne,2,0.001003563
Jeannette,1,0.000501781
Jeans,1,0.000501781
Jeb,212,0.106377641
Jeb,3,0.001505344
Jeb4Prez,1,0.000501781
Jed,2,0.001003563
Jedi,1,0.000501781
Jeff,138,0.069245823
Jefferson,3,0.001505344
Jefferson-Jackson,1,0.000501781
Jeffrey,6,0.003010688
Jeh,4,0.002007125
Jehmu,1,0.000501781
Jekyll,2,0.001003563
Jemele,2,0.001003563
Jen,1,0.000501781
Jenkins,2,0.001003563
Jenner,5,0.002508907
Jennifer,1,0.000501781
Jeopardize,2,0.001003563
Jeopardy,4,0.002007125
jeopardy,1,0.000501781
Jeopardy,1,0.000501781
Jeremy,5,0.002508907
Jerk,2,0.001003563
Jerks,2,0.001003563
Jerry,40,0.020071253
Jersey,34,0.017060565
Jerusalem,7,0.003512469
Jesse,5,0.002508907
Jessica,1,0.000501781
Jesus,6,0.003010688
Jesus,1,0.000501781
Jet,5,0.002508907
Jeté,1,0.000501781
JetBlue,2,0.001003563
Jeter,1,0.000501781
Jetliner,1,0.000501781
Jet-Packing,1,0.000501781
Jets,5,0.002508907
Jet-Setting,1,0.000501781
Jettisoning,1,0.000501781
Jew,6,0.003010688
Jew,3,0.001505344
Jewel,1,0.000501781
Jewell,1,0.000501781
Jewels,1,0.000501781
Jewish,44,0.022078378
Jew-ish,1,0.000501781
Jewish-Led,1,0.000501781
Jewnited,1,0.000501781
Jews,6,0.003010688
JFCs,1,0.000501781
JFK,7,0.003512469
Jiang,1,0.000501781
Jihad,2,0.001003563
Jihadi,1,0.000501781
Jihadism,2,0.001003563
Jihadist,4,0.002007125
Jihadist,1,0.000501781
Jihadists,3,0.001505344
Jill,24,0.012042752
Jilts,1,0.000501781
Jim,30,0.01505344
Jim,1,0.000501781
Jima,1,0.000501781
Jimmy,31,0.015555221
Jimmy,1,0.000501781
Jindal,16,0.008028501
Jinping,2,0.001003563
Jinping-Chiang,1,0.000501781
Jinx,1,0.000501781
Jive,1,0.000501781
Jo,2,0.001003563
Joan,2,0.001003563
Joaquin,3,0.001505344
Job,93,0.046665663
Job,1,0.000501781
Job-Creation,1,0.000501781
Job-Killing,1,0.000501781
Jobless,5,0.002508907
Jobs,74,0.037131818
Jody,2,0.001003563
Joe,218,0.109388329
Joel,4,0.002007125
Joffrey,1,0.000501781
John,363,0.182146621
John,2,0.001003563
Johns,1,0.000501781
Johnson,51,0.025590848
Join,34,0.017060565
Joined,3,0.001505344
Joining,2,0.001003563
Joins,35,0.017562346
Joint,12,0.006021376
Joints,2,0.001003563
Joke,27,0.013548096
Joke,1,0.000501781
Joked,1,0.000501781
Jokemon,1,0.000501781
Joker,3,0.001505344
Jokes,27,0.013548096
Joking,5,0.002508907
Jokingly,1,0.000501781
Jolting,1,0.000501781
Jon,33,0.016558784
Jonas,1,0.000501781
Jonathan,6,0.003010688
Jones,20,0.010035626
Jong,10,0.005017813
Jong-Un,3,0.001505344
Joni,10,0.005017813
Jordan,5,0.002508907
Jordanian,1,0.000501781
Jorge,1,0.000501781
Jose,4,0.002007125
Joseph,4,0.002007125
Josh,3,0.001505344
Joshua,1,0.000501781
Journal,5,0.002508907
Journalism,16,0.008028501
Journalism,1,0.000501781
Journalist,21,0.010537408
Journalists,33,0.016558784
Journalist-Slamming,1,0.000501781
Journey,4,0.002007125
Joy,3,0.001505344
Joyce,1,0.000501781
JP,1,0.000501781
JPMorgan,2,0.001003563
Jr,17,0.008530283
Jr.,50,0.025089066
Juan,9,0.004516032
Judaism,1,0.000501781
Judd,2,0.001003563
Judge,241,0.120929299
Judges,24,0.012042752
Judgeship,1,0.000501781
Judging,2,0.001003563
Judgment,6,0.003010688
Judicial,22,0.011039189
Judiciary,7,0.003512469
Judith,2,0.001003563
Judy,2,0.001003563
Juggalos,1,0.000501781
Juggernaut,4,0.002007125
Jugular,1,0.000501781
Juicero,1,0.000501781
Juicy,1,0.000501781
Juicy,1,0.000501781
Julia,3,0.001505344
Julian,7,0.003512469
Julianne,1,0.000501781
Julius,2,0.001003563
July,61,0.030608661
Jump,10,0.005017813
Jumped,3,0.001505344
Jumper,2,0.001003563
Jumpin,1,0.000501781
Jumping,3,0.001505344
Jumps,14,0.007024939
Jumpstart,1,0.000501781
Jumpsuit,1,0.000501781
June,51,0.025590848
Junior,1,0.000501781
Junk,4,0.002007125
Jupiter,1,0.000501781
Jurisdiction,1,0.000501781
Jurisdictions,1,0.000501781
Juror,2,0.001003563
Jurors,4,0.002007125
Jury,22,0.011039189
Just,13,0.006523157
Justice,260,0.130463144
justice,1,0.000501781
Justice,1,0.000501781
Justices,15,0.00752672
Justifiable,1,0.000501781
Justification,4,0.002007125
Justified,1,0.000501781
Justified,1,0.000501781
Justifies,3,0.001505344
Justify,7,0.003512469
Justifying,1,0.000501781
Justin,9,0.004516032
Just-Released,1,0.000501781
Juvenile,2,0.001003563
Juveniles,3,0.001505344
k,5,0.002508907
K,1,0.000501781
Kaepernick,11,0.005519595
Kagan,2,0.001003563
Kahneman,1,0.000501781
Kaine,41,0.020573034
Kaiser,1,0.000501781
Kai-shek,1,0.000501781
Kajuan,1,0.000501781
Kalamazoo,2,0.001003563
Kalanick,2,0.001003563
Kali,1,0.000501781
Kalief,2,0.001003563
Kalikimaka,1,0.000501781
Kamala,15,0.00752672
Kander,1,0.000501781
Kane,7,0.003512469
Kansas,56,0.028099754
Kanye,7,0.003512469
Kaplan,1,0.000501781
Karaoke,1,0.000501781
Kardashian,3,0.001505344
Kareem,2,0.001003563
Karen,1,0.000501781
Karl,10,0.005017813
Karzai,1,0.000501781
Kasem,1,0.000501781
Kashkari,2,0.001003563
Kashmir,1,0.000501781
Kasich,98,0.04917457
Kasim,1,0.000501781
Kasowitz,1,0.000501781
Kasparov,1,0.000501781
Kaspersky,1,0.000501781
Kassig,1,0.000501781
Kate,3,0.001505344
Kathleen,7,0.003512469
Kathy,2,0.001003563
Katie,4,0.002007125
Katrina,9,0.004516032
Katrinas,1,0.000501781
Katy,2,0.001003563
Kay,2,0.001003563
Kaye,1,0.000501781
Kayla,1,0.000501781
Kayleigh,1,0.000501781
kblocking,1,0.000501781
Kearney,1,0.000501781
Keefe,1,0.000501781
Keep,130,0.065231572
Keep,1,0.000501781
Keeper,1,0.000501781
Keeping,29,0.014551658
Keeps,40,0.020071253
Keg,2,0.001003563
Keith,33,0.016558784
Kellie,1,0.000501781
Kellogg,1,0.000501781
Kelly,46,0.023081941
Kellyanne,56,0.028099754
Kelo,1,0.000501781
Ken,10,0.005017813
Kendrick,2,0.001003563
Kennedy,18,0.009032064
Kenneth,3,0.001505344
Kenny,1,0.000501781
Kent,4,0.002007125
Kentucky,66,0.033117567
Kenya,4,0.002007125
Kenyan,1,0.000501781
Kenyan,1,0.000501781
Kept,7,0.003512469
Kerfuffle,1,0.000501781
Kerner,1,0.000501781
Kerr,1,0.000501781
Kerry,53,0.02659441
Kessler,1,0.000501781
Ketchup,1,0.000501781
Kevin,13,0.006523157
Key,101,0.050679914
Key,1,0.000501781
Keyboard,1,0.000501781
Keynote,3,0.001505344
Keys,2,0.001003563
Keystone,23,0.01154097
Keystone,1,0.000501781
Keystoning,1,0.000501781
Khadija,1,0.000501781
Khalid,1,0.000501781
Khamenei,1,0.000501781
Khan,36,0.018064128
Khanna,3,0.001505344
Khans,5,0.002508907
Khattala,1,0.000501781
Khizr,25,0.012544533
Khorasan,1,0.000501781
Khrushchev,1,0.000501781
Kick,12,0.006021376
Kickback,2,0.001003563
Kickbacks,1,0.000501781
Kicked,13,0.006523157
Kicking,6,0.003010688
Kickoff,2,0.001003563
Kicks,22,0.011039189
Kid,12,0.006021376
Kid,1,0.000501781
Kidding,4,0.002007125
Kidnapping,3,0.001505344
Kids,111,0.055697727
Kill,52,0.026092629
Kill,3,0.001505344
Killed,55,0.027597973
Killed,1,0.000501781
Killer,17,0.008530283
Killer,1,0.000501781
Killers,6,0.003010688
Killing,43,0.021576597
Killings,13,0.006523157
Kills,12,0.006021376
Kilmer,2,0.001003563
Kim,55,0.027597973
Kimmel,9,0.004516032
Kind,19,0.009533845
Kind,3,0.001505344
Kinda,1,0.000501781
Kindergarten,1,0.000501781
Kindness,2,0.001003563
Kinds,1,0.000501781
King,68,0.03412113
king,3,0.001505344
King,1,0.000501781
Kingdom,1,0.000501781
Kingmakers,1,0.000501781
Kingpin,2,0.001003563
Kings,4,0.002007125
Kirk,8,0.004014251
Kirsten,3,0.001505344
Kiss,3,0.001505344
Kissed,1,0.000501781
Kisses,1,0.000501781
Kissing,2,0.001003563
Kissinger,4,0.002007125
Kit,1,0.000501781
Kitchen,2,0.001003563
Kitchens,1,0.000501781
Kits,3,0.001505344
Kittens,1,0.000501781
KKK,19,0.009533845
Klain,1,0.000501781
Klan,3,0.001505344
Klein,2,0.001003563
Kleptocracy,1,0.000501781
Kline,2,0.001003563
Klobuchar,1,0.000501781
Klux,2,0.001003563
Kmart,1,0.000501781
Knee,8,0.004014251
Kneecapped,1,0.000501781
Knee-Jerk,1,0.000501781
Kneeling,4,0.002007125
Knew,30,0.01505344
Knife,5,0.002508907
Knife-Wielding,1,0.000501781
Knight,1,0.000501781
Knights,1,0.000501781
Knives,1,0.000501781
Knock,4,0.002007125
Knock,1,0.000501781
Knocked,3,0.001505344
Knocking,1,0.000501781
Knockout,4,0.002007125
Knocks,2,0.001003563
Knot,1,0.000501781
knot,1,0.000501781
Know,380,0.190676903
Knowing,3,0.001505344
Knowingly,1,0.000501781
Knowledge,3,0.001505344
Known,10,0.005017813
Know-Nothing,1,0.000501781
Knowns,1,0.000501781
Knows,29,0.014551658
Knuckles,1,0.000501781
Kobach,11,0.005519595
Kobani,1,0.000501781
Koch,53,0.02659441
Koch,1,0.000501781
Koch-Backed,3,0.001505344
Koch-Funded,2,0.001003563
Koch-Linked,3,0.001505344
Kochs,6,0.003010688
Koenig,1,0.000501781
Kofi,1,0.000501781
Kohut,1,0.000501781
Kojak,1,0.000501781
KomproMAGA,1,0.000501781
Kompromat,1,0.000501781
Kong,4,0.002007125
Kool-Aid,1,0.000501781
Koppel,1,0.000501781
Kops,1,0.000501781
Koran,1,0.000501781
Korea,73,0.036630037
Korean,7,0.003512469
Korean-American,1,0.000501781
Koreans,1,0.000501781
Kos,1,0.000501781
Kosher,1,0.000501781
Kowtow,2,0.001003563
Kraig,1,0.000501781
Krasner,1,0.000501781
Kratom,1,0.000501781
Kremlin,7,0.003512469
Krikorian,1,0.000501781
Kris,11,0.005519595
Kristal,1,0.000501781
Kristof,1,0.000501781
Kristol,7,0.003512469
Krugman,9,0.004516032
Ku,2,0.001003563
Kuan,1,0.000501781
Kucinich,1,0.000501781
Kudlow,1,0.000501781
Kudos,1,0.000501781
Kumbaya,1,0.000501781
Kunduz,2,0.001003563
Kurdish,2,0.001003563
Kurdistan,2,0.001003563
Kurds,7,0.003512469
Kurtz,2,0.001003563
Kushner,52,0.026092629
Kushner-Linked,1,0.000501781
Kushners,1,0.000501781
Kutcher,1,0.000501781
Kuttner,1,0.000501781
Kuwait,1,0.000501781
Kvelling,1,0.000501781
Kyle,2,0.001003563
L.,1,0.000501781
L.A,1,0.000501781
L.A.,6,0.003010688
LA,11,0.005519595
La,5,0.002508907
Lab,3,0.001505344
Label,8,0.004014251
Labeled,1,0.000501781
Labeling,5,0.002508907
Labels,5,0.002508907
labels,1,0.000501781
Labor,88,0.044156756
Laborers,1,0.000501781
Labour,1,0.000501781
Labs,2,0.001003563
Labyrinth,1,0.000501781
Lack,25,0.012544533
Lack,4,0.002007125
Lacked,1,0.000501781
Lacking,3,0.001505344
Lackluster,1,0.000501781
Lacks,2,0.001003563
Laden,14,0.007024939
Ladies,1,0.000501781
Lady,9,0.004516032
Lagging,6,0.003010688
Lags,1,0.000501781
Lahren,4,0.002007125
Laid,4,0.002007125
Laid-Off,1,0.000501781
Lake,1,0.000501781
Lakes,1,0.000501781
Lama,1,0.000501781
LaMalfa,1,0.000501781
Lamar,3,0.001505344
Lambast,1,0.000501781
Lambastes,3,0.001505344
Lambasts,1,0.000501781
Lamborn,1,0.000501781
Lame,5,0.002508907
Lame,1,0.000501781
Lame-Duck,8,0.004014251
Lament,4,0.002007125
Laments,8,0.004014251
Lamest,1,0.000501781
Lamont,1,0.000501781
Land,24,0.012042752
Landed,3,0.001505344
Landfall,2,0.001003563
Landing,4,0.002007125
Landline,1,0.000501781
Landlines,1,0.000501781
Landmark,8,0.004014251
Landmarks,3,0.001505344
Landrieu,5,0.002508907
Lands,7,0.003512469
Landscape,3,0.001505344
Landscapes,1,0.000501781
Landslide,6,0.003010688
Landslide,1,0.000501781
Lanes,1,0.000501781
Langer,1,0.000501781
Langley,1,0.000501781
Language,9,0.004516032
Languages,1,0.000501781
Languish,2,0.001003563
Languishing,1,0.000501781
Lanny,2,0.001003563
Lanza,1,0.000501781
Lap,2,0.001003563
LAPD,6,0.003010688
Lapdogs,1,0.000501781
Lapel,1,0.000501781
Lapses,1,0.000501781
Laptop,4,0.002007125
Laptops,2,0.001003563
Laquan,10,0.005017813
Lard,1,0.000501781
Large,8,0.004014251
Largely,6,0.003010688
Larger,4,0.002007125
Large-Scale,2,0.001003563
Largest,11,0.005519595
Largest,1,0.000501781
Larry,20,0.010035626
Larsen,2,0.001003563
Larson,3,0.001505344
Las,33,0.016558784
Lash,4,0.002007125
Lashes,6,0.003010688
Lashing,1,0.000501781
Last,126,0.063224447
Last,2,0.001003563
last,1,0.000501781
Last-Ditch,4,0.002007125
Last-Ditch,1,0.000501781
Lasting,4,0.002007125
Last-Minute,14,0.007024939
Late,25,0.012544533
Late,3,0.001505344
Late-Deciding,1,0.000501781
Late-Night,3,0.001505344
Later,29,0.014551658
Latest,113,0.05670129
latest,1,0.000501781
Latin,3,0.001505344
Latina,6,0.003010688
Latino,38,0.01906769
Latinos,23,0.01154097
Latter,1,0.000501781
Latvia,1,0.000501781
Latvian,1,0.000501781
Lauds,3,0.001505344
Lauer,2,0.001003563
Laugh,7,0.003512469
Laughably,1,0.000501781
Laughed,5,0.002508907
Laughing,6,0.003010688
laughing,1,0.000501781
Laughs,4,0.002007125
Laughter,1,0.000501781
Launch,19,0.009533845
Launched,7,0.003512469
Launchers,1,0.000501781
Launches,38,0.01906769
Launching,5,0.002508907
Launderer,1,0.000501781
Lauper,1,0.000501781
Laura,3,0.001505344
Laureates,2,0.001003563
Laverne,2,0.001003563
Lavish,1,0.000501781
lavishly,1,0.000501781
Lavrov,1,0.000501781
Law,290,0.145516584
Law,5,0.002508907
Lawful,4,0.002007125
Lawlessness,1,0.000501781
Lawmaker,91,0.0456621
Lawmakers,154,0.077274324
Lawn,5,0.002508907
Lawns,1,0.000501781
Lawrence,4,0.002007125
Laws,93,0.046665663
laws,1,0.000501781
Lawsuit,74,0.037131818
Lawsuits,13,0.006523157
Lawsuits,1,0.000501781
Lawyer,78,0.039138943
Lawyered,1,0.000501781
Lawyering,1,0.000501781
Lawyers,50,0.025089066
LAX,3,0.001505344
Lax,1,0.000501781
Lay,6,0.003010688
Laying,3,0.001505344
Layoff,1,0.000501781
Layoffs,1,0.000501781
Lays,14,0.007024939
Lazy,2,0.001003563
Lazy,1,0.000501781
LBJ,3,0.001505344
LBJ,1,0.000501781
Le,5,0.002508907
le,1,0.000501781
Lead,102,0.051181695
Lead,1,0.000501781
Leader,91,0.0456621
leader,1,0.000501781
Leaders,111,0.055697727
leaders,1,0.000501781
Leadership,47,0.023583722
leadership,1,0.000501781
Lead-Footed,1,0.000501781
Leading,36,0.018064128
Lead-Poisoned,1,0.000501781
Leads,34,0.017060565
Lead-Tainted,2,0.001003563
League,8,0.004014251
Leahy,1,0.000501781
Leak,16,0.008028501
Leaked,19,0.009533845
Leaker,6,0.003010688
Leakers,3,0.001505344
Leaking,4,0.002007125
Leaks,20,0.010035626
Lean,2,0.001003563
Lean,1,0.000501781
Leaning,4,0.002007125
Leaning,1,0.000501781
Leans,1,0.000501781
Leap,1,0.000501781
Leaps,1,0.000501781
Learn,43,0.021576597
learn,1,0.000501781
Learned,25,0.012544533
Learning,12,0.006021376
Learns,1,0.000501781
Lease,3,0.001505344
Leash,2,0.001003563
Least,45,0.02258016
Least-Surprising,1,0.000501781
Leave,85,0.042651413
leave,1,0.000501781
Leave,1,0.000501781
Leaves,33,0.016558784
Leaving,29,0.014551658
Lebanese,1,0.000501781
Lebanon,1,0.000501781
LeBron,2,0.001003563
Lectern,1,0.000501781
Lecture,4,0.002007125
Lectured,1,0.000501781
Lectures,1,0.000501781
Lecturing,2,0.001003563
Led,20,0.010035626
Ledecky,1,0.000501781
Ledell,1,0.000501781
Lee,13,0.006523157
Lee-Rubio,1,0.000501781
Left,63,0.031612223
left,2,0.001003563
Left,1,0.000501781
Left-Handed,1,0.000501781
Leftism,1,0.000501781
Leftists,1,0.000501781
Leftover,1,0.000501781
Leftovers,1,0.000501781
Left-Wing,3,0.001505344
Left-Wing,1,0.000501781
Leg,4,0.002007125
Legacies,1,0.000501781
Legacy,60,0.030106879
Legal,117,0.058708415
legal,1,0.000501781
Legality,5,0.002508907
Legalization,32,0.016057002
Legalize,8,0.004014251
Legalized,3,0.001505344
Legalizes,3,0.001505344
Legalizing,8,0.004014251
Legally,8,0.004014251
Legal-Weed,1,0.000501781
Legend,4,0.002007125
Legendary,2,0.001003563
Legendary,1,0.000501781
Legion,1,0.000501781
Legislating,2,0.001003563
Legislation,26,0.013046314
legislation,1,0.000501781
Legislative,12,0.006021376
Legislator,4,0.002007125
Legislators,8,0.004014251
Legislature,17,0.008530283
Legislatures,2,0.001003563
Legitimacy,11,0.005519595
Legitimate,7,0.003512469
Legitimate,1,0.000501781
Legitimately,2,0.001003563
Legitimize,1,0.000501781
Legitimizing,1,0.000501781
Lego,1,0.000501781
Legs,3,0.001505344
Leing,1,0.000501781
Leitch,1,0.000501781
Lemkin,1,0.000501781
Lemon,1,0.000501781
Lemons,1,0.000501781
Lena,2,0.001003563
Lender,1,0.000501781
Lenders,3,0.001505344
