Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency
Macabre, Horror,1-Nov-13,USA,NOT RATED,6.4,95 min,"Directed by Kimo Stamboel, Timo Tjahjanto. With Shareefa Daanish, Julie Estelle, Ario Bayu, Sigi Wimala. Two newly weds Adjie and Astrid, along with 3 of their best friends decided to have an interstate road trip as a last attempt to reconcile Adjie with his estranged little sister Ladya. Their trip is however abruptly interrupted when they run into Maya, a strange girl out of nowhere, who wanders aimlessly into their path. ""I've been robbed"" is all she has to say. The friends unanimously decided to...","Shareefa Daanish, Julie Estelle, Ario Bayu, Sigi Wimala, Arifin Putra, Daniel Mananta, Dendy Subangil, Imelda Therinne, Mike Lucock, Ruly Lubis, Felicia A. Sumarauw, Risdo Alaro Martondang, Ikhsan Samiaji, Cansirano, Roni Kribs",Indonesian,,,Hayley Wayne,2,"Kimo Stamboel, Timo Tjahjanto",eat,2,cut,8,,
Devil 's Gate," Horror,  Sci-Fi,  Thriller",24-Apr-17,USA,,4,94 min,"Directed by Clay Staub. With Milo Ventimiglia, Bridget Regan, Javier Botet, Shawn Ashmore. Set in the small town of Devil's Gate, North Dakota, the film examines the disappearance of a local woman (Regan) and her young son. Schull plays an FBI agent who helps the local sheriff (Frakes) search for answers. Partnering with a deputy (Ashmore), they track down the missing woman's husband (Ventimiglia) and find that nothing is as it seems.","Milo Ventimiglia, Bridget Regan, Javier Botet, Shawn Ashmore, Amanda Schull, Jonathan Frakes, Adam Hurtig, Spencer Drever, Scott Johnson, Sarah Constible, Will Woytowich, Jean-François Ferland, Beverly Ndukwu, Jan Skene",English,"Winnipeg, Manitoba, Canada",,Chris Burchette,2,Clay Staub,ex,2,jody,8,,
Midnight Man," Comedy,  Horror,  Thriller",3-Oct-17,USA,,6.3,88 min,"Directed by Aitor Uribarri. With Ken Foree, Wendie Weldon, Tommy Day Carey, Tony D. Czech. Hoping to fix their dysfunctional marriage, a couple travels to an isolated mountain cabin to work out their problems - but the one problem they didn't anticipate is the maniac trying to kill them.","Ken Foree, Wendie Weldon, Tommy Day Carey, Tony D. Czech, Keith Biondi, Stephen Walter, Maegan Moo",English,,,Julie Estelle,2,Aitor Uribarri,green,2,ground,8,,
Tilt," Drama,  Horror,  Thriller",22-Apr-17,USA,,7,99 min,"Directed by Kasra Farahani. With Joseph Cross, Jessy Hodges, Billy Khoury, Kyle Koromaldi. An unemployed documentary filmmaker's behavior becomes increasingly erratic in the months after his wife becomes pregnant.","Joseph Cross, Jessy Hodges, Billy Khoury, Kyle Koromaldi, C.S. Lee, Ron Marasco, Shelley Mitchell, Alexia Rasmussen, Jade Sealey, Kelvin Yu, Junes Zahdi, Micheal Zakhar",English,,,Chris Gann,2,Kasra Farahani,hard,2,knowing,8,,
Hotel Damned," Horror,  Thriller",9-Dec-16,USA,,4.6,84 min,"Directed by Bobby Barbacioru. With Peter Dobson, Manuela Harabor, Oltin Hurezeanu, Florin Kevorkian. After a car accident and stranded in the middle of nowhere, an ex-con and his daughter find themselves in an abandoned hotel, populated by sub-human cannibalistic creatures.","Peter Dobson, Manuela Harabor, Oltin Hurezeanu, Florin Kevorkian, Roxana Luca, Louis Mandylor, Bogdan Marhodin, Natalia Mateut, Valentin Petrisor, Dimitrina Zhivkova",English,Romania,,Rachel Jane Conn,2,Bobby Barbacioru,infected,2,renee,8,,
Roseville," Horror,  Mystery,  Thriller",20-Dec-13,Bulgaria,,6.2,120 min,"Directed by Martin Makariev. With David Chokachi, Lora Dekova, Lydia Indjova, Plamen Manassiev. The events surrounding the unsolved police case in which guests of a mountain hut come face to face with terror, when the mysterious force that stalks them in the dark, violently knocks on the door of their consciousness.","David Chokachi, Lora Dekova, Lydia Indjova, Plamen Manassiev, Elena Petrova, Kalin Vrachanski",Bulgarian|English,"Borovets, Bulgaria",,Whitman Johnson,2,Martin Makariev,lesson,2,highly,8,,
Isle Dead," Action,  Horror",18-Aug-16,USA,TV-14,5.3,90 min,"Directed by Nick Lyon. With Joey Lawrence, Maryse Mizanin, Todd Cattell, D.C. Douglas. A military squad is sent to a deserted island in the Pacific Ocean in order to secure top secret records involving a zombie epidemic that wiped out the large scientific team experimenting with various test chemicals and toxins which leads to the team battling not only zombies, but the lone surviving scientist who has plans for the future of the human race.","Joey Lawrence, Maryse Mizanin, Todd Cattell, D.C. Douglas, Connor Bellina, Paige Lauren Billiot, Kyle Butenhoff, Josh Crotty, Rydell Danzie, Jennifer Elizabeth, Akanimo Eyo, Eric St. John, Dutch-Barre Johnson, Mary Karcz, Douglas S. Matthews",English,"Terminal Island, Wilmington, Los Angeles, California, USA",,Bill Ross,2,Nick Lyon,madea,2,holidays,8,,
Basement, Horror,28-Apr-17,Hungary,,3.3,82 min,"Directed by László Illés, Vozo Zoltán Végh. With Caroline Boulton, Richard Rifkin, Zoltán Füle, Takács Zalán. A group of international students explores a basement that has been abandoned for years. But what starts off as an exploratory séance ends in bloody mayhem when a malicious entity is summoned.","Caroline Boulton, Richard Rifkin, Zoltán Füle, Takács Zalán, Marina Gera, Tom Nguyen, Shawn Michael Clankie, Sherin Bors, Zsolt Páll, Gergo Szekér, Laci Gondor, Varga Csenge Boglárka",English|Hungarian,"Budapest, Hungary",50000,Kenji Matsuda,2,"László Illés, Vozo Zoltán Végh",mercy,2,pedro,8,,
Slasher Night," Horror,  Mystery,  Thriller",7-Sep-17,USA,NOT RATED,,75 min,"Directed by Manny Velazquez. With Jafeth Garcia, Angie Velazquez, Whitman Johnson, Ashley Perez. A Manny Velazquez underground slasher tribute about a number of serial killers on the loose in Chicago and begins a murder spree.","Jafeth Garcia, Angie Velazquez, Whitman Johnson, Ashley Perez, Robert Cruz, Jeffrey Entwistle, Joey Kelly, Alen Rios, Alex Velazquez, Manny Velazquez",English,"Chicago, Illinois, USA",,Humberto Busto,2,Manny Velazquez,moth,2,ambitious,8,,
Scary Movie," Comedy,  Horror",12-Apr-13,USA,PG-13,3.5,88 min,"Directed by Malcolm D. Lee, David Zucker. With Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan. A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker, Dylan Morris, Ryan Morris, Lidia Porto, Darrell Hammond, Snoop Dogg, Mac Miller, Erica Ash, J.P. Manoux, Molly Shannon, Josh Robert Thompson, Marisa Saks",English|Spanish|Latin,"Atlanta, Georgia, USA",20000000,Kavita Radheshyam,2,Malcolm D,msg,2,beth,8,,
Sensoria," Drama,  Horror,  Thriller",22-Jan-16,USA,,4.3,81 min,"Directed by Christian Hallman. With Lanna Ohlsson, Norah Andersen, Alida Morberg, Rafael Pettersson. Caroline, a woman in her late thirties, has lost everything and is searching for a new beginning. She moves into an old apartment and starts to realize that she is not as alone as she thought she was. Just as she is searching for something new, something old is searching for her.","Lanna Ohlsson, Norah Andersen, Alida Morberg, Rafael Pettersson, Boel Larsson, Karin Bertling, Harald Leander, Linnea Pihl",Swedish,"Malmö, Sweden",,Jesse L. Green,2,Christian Hallman,nuke,2,aside,8,,
Ghoul," Horror,  Thriller",26-Feb-15,Czech Republic,NOT RATED,4.5,86 min,"Directed by Petr Jákl. With Jennifer Armour, Dmytro Bazayev, Inna Belikova, Alina Golovlyova. Three American filmmakers become the targets of the evil spirit of the most violent cannibal in recorded history.","Jennifer Armour, Dmytro Bazayev, Inna Belikova, Alina Golovlyova, Anatoliy Groshovoj, Jeremy Isabella, Vlamidir Nevedrov, Paul S. Tracey, Yuriy Zabrodskyj",English,,,Lillian Lamour,2,Petr Jákl,outpost,2,wright,8,,
Pee Mak," Comedy,  Horror,  Romance",28-Mar-13,Thailand,,7.4,115 min,"Directed by Banjong Pisanthanakun. With Mario Maurer, Mai Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak. Mak served in the war during the beginning of the Rattanakosin Dynasty. At war he became friends with Ter, Puak, Shin, and Aey, whose lives he saved. Once the war was over, Mak invited his four friends into his home in Phra Khanong town and introduced them to his beautiful wife Nak and his newborn baby boy Dang. A rumor was going around in the village that Nak had died giving birth to her ...","Mario Maurer, Mai Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot",Thai,,65000000,Rasmus Hardiker,2,Banjong Pisanthanakun,rain,2,noah,8,,
Devi L," Comedy,  Horror",7-Oct-16,USA,,6.3,126 min,"Directed by Vijay. With Tamannaah Bhatia, Prabhudheva, Sonu Sood, Amy Jackson. The Tamil version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. Also simultaneously made in Hindi as Tutak Tutak Tutiya (2016) and in Telugu as Abhinetri (2016)","Tamannaah Bhatia, Prabhudheva, Sonu Sood, Amy Jackson, Raj Arjun, RJ Balaji, Sanjay Bharathi, Hema, Farah Khan, Ravi Khanna, R.V. Udhaya Kumar, Joy Mathew, Nassar, Abijith Paul, Sathish",Tamil,,,Robert Goodman,2,Vijay,reborn,2,mythical,8,,
Director 's Cut, Horror,22-Jan-16,USA,,6,90 min,"Directed by Adam Rifkin. With Missi Pyle, Penn Jillette, Harry Hamlin, Hayes MacArthur. Herbert Blount aspires to replace the real director of a movie and make it his own by capturing the lead actress and inflicting much horror upon her in his version.","Missi Pyle, Penn Jillette, Harry Hamlin, Hayes MacArthur, Lin Shaye, Gilbert Gottfried, Adam Rifkin, Marshall Bell, Nestor Carbonell, Teller, Dave Anthony, Jeff Levine, David Chapman, Scott Winig, Bree Olson",English,,5000000,Jeannine Carter,2,Adam Rifkin,residue,2,casey,8,,
Cherry Tree Lane," Horror,  Thriller",29-Jan-13,USA,NOT RATED,5,77 min,"Directed by Paul Andrew Williams. With Rachael Blake, Tom Butcher, Jumayn Hunter, Ashley Chin. A couple is terrorized by a gang who is hunting their son.","Rachael Blake, Tom Butcher, Jumayn Hunter, Ashley Chin, Sonny Muslim, Jennie Jacques, Corinne Douglas, Kieran Dooner, Tom Kane",English,"Dukes Avenue, Muswell Hill, London, England, UK",,Mark Gantt,2,Paul Andrew Williams,rose,2,demented,8,,
Darker Than Night, Horror,26-Sep-14,USA,R,4.2,110 min,"Directed by Henry Bedwell. With Zuria Vega, Adriana Louvier, Eréndira Ibarra, Ona Casamiquela. Greta moves into her recently deceased aunt's mansion and starts throwing wild parties with her friends; however, what looks to be the best summer of their lives turns into a fight for their lives after Beker, her aunt's prized cat, drowns in the home's pool.","Zuria Vega, Adriana Louvier, Eréndira Ibarra, Ona Casamiquela, Margarita Sanz, Lucía Guilmáin, José María Torre, Miguel Rodarte, Sara Manni, Karla Cruz, Hernán Mendoza, Daniel Villar, Macarena Escobedo, Marcel Ferrer, Leonardo Zimbrón",Spanish,"Mexico City, Distrito Federal, Mexico",37700000,Rez Cortez,2,Henry Bedwell,screams,2,ling,8,,
Still/Born," Horror,  Thriller",2017,Canada,,6.2,87 min,"Directed by Brandon Christensen. With Christie Burke, Jesse Moss, Rebecca Olson, Jenn Griffin. Mary, a new mother gives birth to two twins but only one of them is alive. While taking care of her remaining child, Adam, she suspects that something, a supernatural entity, has chosen her child and will stop at nothing to take it from her.","Christie Burke, Jesse Moss, Rebecca Olson, Jenn Griffin, Sheila McCarthy, Sean Rogerson, Dylan Playfair, Praneet Akilla, Pat Chau, Grace Christensen, Michael Ironside, Maddox Laloge, Paige Laloge, Naddine Madell, Barb Mitchell",English,"Calgary, Alberta, Canada",,Cherry Pie Picache,2,Brandon Christensen,sequence,2,native,8,,
Thale," Drama,  Fantasy,  Horror,  Mystery,  Thriller",17-Feb-12,Norway,NOT RATED,5.6,76 min,"Directed by Aleksander Nordaas. With Silje Reinåmo, Erlend Nervold, Jon Sigve Skard, Morten Andresen. Estranged friends Leo (a crime-scene cleaner) and hired-hand Elvis are cleaning up a particularly messy casualty deep in the Norwegian woods. When Elvis accidentally finds a secret passage that leads to a subterranean living space, he also encounters Thale, a beautiful young woman who sings, but does not speak. Though they are intrigued and concerned for her, they are ill-prepared when others, ...","Silje Reinåmo, Erlend Nervold, Jon Sigve Skard, Morten Andresen, Roland Astrand, Sunniva Lien",Norwegian|Swedish,"Mosjøen, Nordland, Norway",1200000,Craig Rees,2,Aleksander Nordaas,sleeper,2,remaining,8,,
Blood Trap," Comedy,  Crime,  Horror,  Thriller",20-Sep-16,USA,NOT RATED,4,90 min,"Directed by Alberto Sciamma. With Costas Mandylor, Gianni Capaldi, Drew Kenney, Elena Mirela. Six criminals are tasked with kidnapping a young woman for ransom, but when they get locked inside her mansion, what they find is not what they expected.","Costas Mandylor, Gianni Capaldi, Drew Kenney, Elena Mirela, Denny Mendez, Grazia Leone, Coque Malla, Vinnie Jones, Daniel Jones",English,"Rome, Lazio, Italy",5000000,Ransom Pugh,2,Alberto Sciamma,tokyo,2,hopkins,8,,
Treehouse," Horror,  Mystery,  Thriller",25-Jun-15,South Korea,,3.9,96 min,"Directed by Michael G. Bartlett. With J. Michael Trautmann, Clint James, Dana Melanie, Victoria Spencer Smith. A teenage boy discovers the perpetrators of several brutal kidnappings in his home town.","J. Michael Trautmann, Clint James, Dana Melanie, Victoria Spencer Smith, Daniel Fredrick, Darren Kennedy, Meghan Socha, Nick Herra, Jake Gregory, Nathan L. Henderson, Chance Nichols, Shannon Knopke, Elaine Jenkins, Caleb Cox, Daniel Smith",,"Taneyville, Missouri, USA",3250000,Christopher Kriesa,2,Michael G,tom,2,glenn,8,,
Deaths Christmas, Horror,8-Oct-17,UK,,4.2,90 min,"Directed by James Klass. With Claire-Maria Fox, Faye Goodwin, Tony Manders, Michelle Archer. Based on the myth of Frau Perchta, a witch that comes on the 12 days of Christmas taking children each night.","Claire-Maria Fox, Faye Goodwin, Tony Manders, Michelle Archer, Tara MacGowran, Dottie James, Oliver Ebsworth, Sian Crisp, Amy Burrows, Becca Hirani, Tim Freeman, Oliver John Lee, Penelope Read, Emily McQueen, Henry W. Smith",English,,,Jennimay Walker,2,James Klass,volumes,2,string,8,,
Suburban Fairytale, Horror,2017,UK,,,,"Directed by James Crow. With Michael Hill, James Robinson, Yohanna Farrell-Knight, Tommy Knight.","Michael Hill, James Robinson, Yohanna Farrell-Knight, Tommy Knight, Lucy Pinder, Vicki Michelle, Flynn Allen, Robert Lowe, Joshua Pascoe, Sara Parker, Spencer Elmer, Josh Hughes, Connor Kent, Matthew James Wells, Daniel Joseph Serra",English,,250000,Joel Hebner,2,James Crow,countdown,1,devastated,8,,
Jurassic Prey," Action,  Horror,  Sci-Fi",23-Jun-15,USA,NOT RATED,1.7,87 min,"Directed by Mark Polonia. With Danielle Donahue, Jeff Kirkendall, Bob Dennis, James Carolus. A group of people brought together through a twist of fate hide out in a remote cabin, unaware that a ferocious monster roams the surrounding area.","Danielle Donahue, Jeff Kirkendall, Bob Dennis, James Carolus, Steve Diasparra, Ken Van Sant, Todd Carpenter, Kelsey Kaufmann, Austin Dragovich, Laurie Smith, Richard Rawson, Frank Humes, Houston Baker, Mark Polonia",English,"Wellsboro, Pennsylvania, USA",,Beverly Lynne,2,Mark Polonia,crasher,1,antique,8,,
Guy Who Kills People," Comedy,  Crime,  Drama,  Horror,  Mystery,  Thriller",5-Oct-12,UK,R,6.4,97 min,"Directed by Jack Perez. With Kevin Corrigan, Barry Bostwick, Karen Black, Leo Fitzpatrick. Ken Boyd, a lonely man fresh out of the loony bin, who sets out to kill those he deems responsible for his miserable life.","Kevin Corrigan, Barry Bostwick, Karen Black, Leo Fitzpatrick, Ariel Gade, Eric Price, Lucy Davis, Lou Beatty Jr., Janie Haddad Tompkins, Ahmed Best, Christopher May, Niko Nicotera, Britain Spellings, Jonathan Fraser, Lindsay Hollister",English,"Los Angeles, California, USA",300000,Ray Santiago,2,Jack Perez,cu,1,dysfunctional,8,,
Night Living Dead Resurrection, Horror,30-Nov-12,UK,R,2.7,86 min,"Directed by James Plumb. With Sule Rimi, Kathy Saxondale, Lee Bane, Terry Victor. The deceased have risen with the instinct to feed on the living as a family is trapped during a zombie apocalypse. Wales. Based on George A. Romero's classic ""Night of the Living Dead"".","Sule Rimi, Kathy Saxondale, Lee Bane, Terry Victor, Rose Granger, Mel Stevens, Aaron Bell, Roger Bailey, Richard Goss, Richard Burman, S.J. Evans, Johnathon Farrell, Adam Phillips, Sabrina Dickens, Sarah Louise Madison",English,"Cardiff, South Glamorgan, Wales, UK",,Joe Hollow,2,James Plumb,deaths,1,sharks,8,,
Ritual, Horror,31-Dec-13,USA,R,3.8,90 min,"Directed by Mickey Keating. With Larry Fessenden, Derek Phillips, Mickey Keating, Lisa Marie Summerscales. After receiving a distressed phone call, a man arrives at a seedy highway motel to find that his estranged wife has killed a stranger who is connected to a dangerous cult.","Larry Fessenden, Derek Phillips, Mickey Keating, Lisa Marie Summerscales, Eric B. Fleischman, Katherine Skelton, Dean Cates, Brian Lally, Eric Martig, Stephen Brophy, Benjamin Wright, John Hugo, A.D. Peters, D.J. Tijerina",English,"Los Angeles, California, USA",,Dave Campfield,2,Mickey Keating,dental,1,devastating,8,,
